product_id,date_type,research_date,price
1004,m,2022-03-01,11129.0
1004,m,2022-04-01,11118.0
1004,m,2022-05-01,11210.0
1004,m,2022-06-01,11300.0
1004,m,2022-07-01,11253.0
1004,m,2022-08-01,11276.0
1004,m,2022-09-01,11155.0
1004,m,2022-10-01,11155.0
1004,m,2022-11-01,11155.0
1004,m,2022-12-01,11155.0
1005,m,2012-01-01,5047.0
1005,m,2012-02-01,5377.0
1005,m,2012-03-01,5542.0
1005,m,2012-04-01,6009.0
1005,m,2012-05-01,7435.0
1005,m,2012-06-01,7608.0
1005,m,2012-07-01,7338.0
1005,m,2012-08-01,5962.0
1005,m,2012-09-01,5269.0
1005,m,2012-10-01,4866.0
1005,m,2012-11-01,4364.0
1005,m,2012-12-01,4485.0
1005,m,2013-01-01,4464.0
1005,m,2013-02-01,4580.0
1005,m,2013-03-01,4368.0
1005,m,2013-04-01,4361.0
1005,m,2013-05-01,4442.0
1005,m,2013-06-01,4393.0
1005,m,2013-07-01,4956.0
1005,m,2013-08-01,5567.0
1005,m,2013-09-01,4485.0
1005,m,2013-10-01,4251.0
1005,m,2013-11-01,3790.0
1005,m,2013-12-01,3852.0
1005,m,2014-01-01,3691.0
1005,m,2014-02-01,3788.0
1005,m,2014-03-01,3976.0
1005,m,2014-04-01,4158.0
1005,m,2014-05-01,4345.0
1005,m,2014-06-01,4743.0
1005,m,2014-07-01,5835.0
1005,m,2014-08-01,5555.0
1005,m,2014-09-01,4797.0
1005,m,2014-10-01,4241.0
1005,m,2014-11-01,3969.0
1005,m,2014-12-01,4087.0
1005,m,2015-01-01,3968.0
1005,m,2015-02-01,4266.0
1005,m,2015-03-01,4341.0
1005,m,2015-04-01,4435.0
1005,m,2015-05-01,4869.0
1005,m,2015-06-01,5234.0
1005,m,2015-07-01,5474.0
1005,m,2015-08-01,5431.0
1005,m,2015-09-01,4654.0
1005,m,2015-10-01,4231.0
1005,m,2015-11-01,3881.0
1005,m,2015-12-01,3963.0
1005,m,2016-01-01,4064.0
1005,m,2016-02-01,4091.0
1005,m,2016-03-01,4409.0
1005,m,2016-04-01,4362.0
1005,m,2016-05-01,4597.0
1005,m,2016-06-01,4703.0
1005,m,2016-07-01,4813.0
1005,m,2016-08-01,4948.0
1005,m,2016-09-01,4446.0
1005,m,2016-10-01,4378.0
1005,m,2016-11-01,4437.0
1005,m,2016-12-01,4512.0
1005,m,2017-01-01,4316.0
1005,m,2017-02-01,4288.0
1005,m,2017-03-01,4376.0
1005,m,2017-04-01,4487.0
1005,m,2017-05-01,4680.0
1005,m,2017-06-01,4762.0
1005,m,2017-07-01,5101.0
1005,m,2017-08-01,5558.0
1005,m,2017-09-01,5046.0
1005,m,2017-10-01,4509.0
1005,m,2017-11-01,4469.0
1005,m,2017-12-01,4443.0
1005,m,2018-01-01,4750.0
1005,m,2018-02-01,5130.0
1005,m,2018-03-01,5252.0
1005,m,2018-04-01,5506.0
1005,m,2018-05-01,6090.0
1005,m,2018-06-01,6332.0
1005,m,2018-07-01,6597.0
1005,m,2018-08-01,6430.0
1005,m,2018-09-01,5874.0
1005,m,2018-10-01,5566.0
1005,m,2018-11-01,5220.0
1005,m,2018-12-01,5441.0
1005,m,2019-01-01,5326.0
1005,m,2019-02-01,5446.0
1005,m,2019-03-01,5244.0
1005,m,2019-04-01,5450.0
1005,m,2019-05-01,5536.0
1005,m,2019-06-01,5372.0
1005,m,2019-07-01,5231.0
1005,m,2019-08-01,5264.0
1005,m,2019-09-01,4833.0
1005,m,2019-10-01,4475.0
1005,m,2019-11-01,4202.0
1005,m,2019-12-01,4134.0
1005,m,2020-01-01,4188.0
1005,m,2020-02-01,4136.0
1005,m,2020-03-01,4618.0
1005,m,2020-04-01,5097.0
1005,m,2020-05-01,6149.0
1005,m,2020-06-01,6952.0
1005,m,2020-07-01,7487.0
1005,m,2020-08-01,7891.0
1005,m,2020-09-01,6391.0
1005,m,2020-10-01,5707.0
1005,m,2020-11-01,5678.0
